Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore
Nabil Bentaleb,MF,1967.0,0.6392694063926941,0.5033045246568378,6.222674123029996,0.0,0.14,1.5150496108159055,France,28,5,0.6495000000000001,3.947157247030339
Morgan Sanson,MF,1964.0,1.9724770642201837,2.6120162932790225,3.436863543788187,0.09,0.14,1.6552713802574786,France,28,5,0.6495000000000001,4.038301397167361
Ruben Vargas,"MF,FW",1962.0,1.1926605504587156,2.614678899082569,3.532110091743119,0.18,0.23,1.554889908256881,Germany,24,4,0.78425,3.606740940366973
Warren Zaïre-Emery,"MF,DF",1962.0,0.963302752293578,2.477064220183486,5.321100917431193,0.09,0.14,1.8032935779816512,France,17,5,0.6495000000000001,3.0345158256880733
Marcel Sabitzer,MF,1961.0,1.0091743119266054,1.7899031106578278,5.09433962264151,0.18,0.14,1.6386834090451887,Germany,29,4,0.78425,4.1612067158793735
Paulo Dybala,"FW,MF",1959.0,2.293577981651376,3.629402756508423,5.604900459418071,0.6,0.41,2.4885762395155737,Italy,29,2,0.87481,4.7362770556851235
Luca de la Torre,MF,1956.0,0.783410138248848,2.668711656441717,4.279141104294478,0.05,0.18,1.6052525797970083,Spain,25,3,0.8173900000000001,3.7477616768680555
Junior Dina Ebimbe,"MF,DF",1956.0,0.9216589861751152,2.622699386503067,3.634969325153374,0.23,0.14,1.5008655395663113,Germany,22,4,0.78425,3.3716251007181026
Mattia Zaccagni,"FW,MF",1956.0,1.336405529953917,4.049079754601227,2.5306748466257667,0.28,0.05,1.626232026236182,Italy,28,2,0.87481,4.075753317053518
Emre Can,"MF,DF",1953.0,0.9216589861751152,1.6129032258064515,5.0691244239631335,0.09,0.09,1.5567373271889402,Germany,29,4,0.78425,4.107941762672811
Cristian Cásseres Jr.,MF,1946.0,0.6944444444444444,0.6474820143884892,4.023638232271326,0.05,0.14,1.120112938220852,France,23,5,0.6495000000000001,3.190448409843554
Zito Luvumbo,"FW,MF",1946.0,1.2037037037037035,3.9311408016443994,0.9712230215827338,0.18,0.23,1.3082135053861672,Italy,21,2,0.87481,3.169041278501009
Manuel Ugarte Ribeiro,MF,1932.0,0.6511627906976745,0.7453416149068324,4.052795031055901,0.0,0.09,1.1168598873320816,France,22,5,0.6495000000000001,3.0883339267658534
Darko Lazović,"FW,MF",1928.0,1.4485981308411215,2.0072614107883817,3.08091286307054,0.14,0.09,1.3483544809400083,Italy,32,2,0.87481,4.295132912611006
Baptiste Santamaria,MF,1926.0,0.6074766355140188,0.6074766355140188,6.261682242990655,0.0,0.05,1.5103271028037382,France,28,5,0.6495000000000001,3.94408761682243
Piotr Zieliński,MF,1924.0,2.242990654205608,1.7775467775467777,6.127858627858628,0.14,0.09,2.0706792119222026,Italy,29,2,0.87481,4.464643987749432
Kobbie Mainoo,MF,1924.0,0.7009345794392524,1.1694386694386696,2.993762993762994,0.14,0.05,1.0018272485281832,England,18,1,0.99232,2.6992677115433192
Justin Kluivert,"MF,FW",1916.0,0.9859154929577464,3.0532359081419624,2.3486430062630483,0.33,0.05,1.3255588814725512,England,24,1,0.99232,3.5096932729571586
Dion Lopy,MF,1916.0,0.6103286384976525,1.080375782881002,4.227557411273486,0.0,0.0,1.1836523665304282,Spain,21,3,0.8173900000000001,3.0737215382447785
Kévin Van Den Kerkhof,"FW,MF",1913.0,0.9859154929577464,3.0580240460010453,1.3173026659696812,0.05,0.09,1.1042484409856947,France,27,5,0.6495000000000001,3.580136486640702
Alassane Pléa,"FW,MF",1913.0,1.6901408450704225,2.6346053319393623,5.4103502352326185,0.33,0.19,2.0370192824484805,Germany,30,4,0.78425,4.520125033591512
Fares Chaïbi,"MF,FW",1912.0,2.405660377358491,2.4947698744769875,4.048117154811716,0.09,0.19,1.8557094813294388,France,20,5,0.6495000000000001,3.368586162864135
Fares Chaïbi,"MF,FW",1912.0,2.405660377358491,2.4947698744769875,4.048117154811716,0.09,0.19,1.8557094813294388,Germany,20,4,0.78425,3.4022736628641352
Gaëtan Laborde,"FW,MF",1906.0,1.2735849056603774,1.5582371458551942,2.1720881427072403,0.24,0.09,1.0517820388445625,France,29,5,0.6495000000000001,3.746033325248966
Linton Maina,"FW,MF",1901.0,0.947867298578199,5.16044187269858,2.8879537085744342,0.05,0.14,1.8462525759702424,Germany,24,4,0.78425,3.796126674380658
Scott McTominay,"MF,FW",1901.0,0.5213270142180094,1.3729615991583377,3.029984218832193,0.33,0.05,1.032854566441708,England,26,1,0.99232,3.51943546818711
Lyle Foster,"FW,MF",1899.0,0.9004739336492891,2.6066350710900474,1.753554502369668,0.24,0.14,1.1181327014218012,England,22,1,0.99232,3.174866255924171
Ademola Lookman,"FW,MF",1894.0,2.380952380952381,3.4213305174234425,4.609292502639915,0.52,0.33,2.233315080203148,Italy,25,2,0.87481,4.170357302132047
Will Hughes,MF,1891.0,1.0,0.6663141195134848,3.617133791644632,0.0,0.05,1.0716895822316237,England,28,1,0.99232,3.7446782284505558
Alfred Duncan,MF,1888.0,1.7142857142857142,1.0963983050847457,6.340042372881356,0.1,0.24,1.9121452784503636,Italy,30,2,0.87481,4.461596930992736
Roberto Navarro,"MF,FW",1888.0,1.9523809523809523,3.861228813559322,3.336864406779661,0.05,0.05,1.850094834543987,Spain,21,3,0.8173900000000001,3.506909142453592
Alexis Saelemaekers,"FW,MF",1887.0,2.095238095238096,3.100158982511924,3.6724960254372014,0.19,0.1,1.8225786206374444,Italy,24,2,0.87481,3.8033786034143393
Hugo Larsson,MF,1886.0,0.4761904761904761,1.2407211028632026,3.2449628844114526,0.1,0.05,1.0173748926930264,Germany,19,4,0.78425,2.7573561802504676
Idrissa Gana Gueye,MF,1884.0,0.7177033492822967,1.3853503184713376,3.964968152866242,0.19,0.0,1.2326043641239752,England,33,1,0.99232,4.349272836680584
Jim Allevinah,"MF,DF",1861.0,0.9661835748792272,4.207415368081676,2.5147770016120368,0.1,0.05,1.562675188914588,France,28,5,0.6495000000000001,3.9781138727944825
Patrick Osterhage,MF,1861.0,0.6280193236714976,1.2573885008060184,3.095110155830199,0.1,0.05,1.021103596061543,Germany,23,4,0.78425,3.1597798374400035
Lorenzo Pellegrini,MF,1859.0,1.7391304347826086,2.0817643894566973,4.550833781603012,0.39,0.15,1.7583457211684634,Italy,27,2,0.87481,4.061627218759502
Roberto Pereyra,"FW,MF",1858.0,1.2135922330097086,1.8891280947255111,3.3907427341227123,0.19,0.15,1.3626926123715863,Italy,32,2,0.87481,4.304452698041532
Karol Linetty,MF,1858.0,0.7281553398058251,1.5016146393972012,4.214208826695371,0.0,0.0,1.2887957611796796,Italy,28,2,0.87481,3.856419744766792
Iker Muñoz,MF,1854.0,0.2427184466019417,0.8252427184466019,3.883495145631068,0.19,0.0,1.0092912621359225,Spain,20,3,0.8173900000000001,2.86038682038835
Callum Hudson-Odoi,"FW,MF",1854.0,1.7475728155339805,5.388349514563107,2.815533980582524,0.39,0.05,2.044291262135922,England,22,1,0.99232,3.7768693203883497
Yassine Kechta,MF,1849.0,1.3170731707317074,1.995673336938886,5.938345051379124,0.1,0.05,1.8752183118099437,France,21,5,0.6495000000000001,3.4812669026764635
Guido Rodríguez,MF,1846.0,0.1951219512195122,0.390032502708559,3.169014084507042,0.1,0.0,0.7608337076870227,Spain,29,3,0.8173900000000001,3.5988894099965654
Dimitri Foulquier,"DF,MF",1842.0,0.6829268292682927,2.052117263843648,3.5179153094462543,0.0,0.0,1.2505918805116392,Spain,30,3,0.8173900000000001,4.017232222332566
Roland Sallai,"MF,FW",1840.0,1.4215686274509804,2.298913043478261,2.005434782608696,0.15,0.1,1.1901832907075875,Germany,26,4,0.78425,3.569681638959932
Ernest Nuamah,"FW,MF",1838.0,1.4215686274509804,5.14145810663765,3.623503808487487,0.15,0.1,2.0823061085152235,France,19,5,0.6495000000000001,3.4158739705348955
Fabian Holland,"MF,DF",1835.0,0.8333333333333334,0.5395095367847411,4.267029972752043,0.0,0.1,1.1579745685740237,Germany,33,4,0.78425,4.248745969573116
Cameron Archer,MF,1832.0,0.0,1.62117903930131,0.7368995633187774,0.2,0.05,0.5066157205240176,England,22,1,0.99232,2.7773802183406118
Cameron Archer,MF,1832.0,0.0,1.62117903930131,0.7368995633187774,0.2,0.05,0.5066157205240176,England,22,1,0.99232,2.7773802183406118
Exequiel Palacios,MF,1831.0,1.3300492610837438,1.1796832332058984,7.962861824139814,0.2,0.2,2.174518863685892,Germany,24,4,0.78425,4.00949976139583
James Mcatee,"MF,FW",1822.0,1.3861386138613865,2.716794731064764,2.5192096597145994,0.15,0.15,1.3844286009281497,England,20,1,0.99232,3.1479585906032974
James Mcatee,"MF,FW",1822.0,1.3861386138613865,2.716794731064764,2.5192096597145994,0.15,0.15,1.3844286009281497,England,20,1,0.99232,3.1479585906032974
Moussa Sissoko,MF,1821.0,0.6930693069306931,1.4827018121911038,3.657331136738056,0.0,0.0,1.1666204511719704,France,33,5,0.6495000000000001,4.2206782932617815
Amine Harit,"MF,FW",1821.0,1.9306930693069309,4.151565074135091,6.276771004942339,0.05,0.1,2.506805829676872,France,26,5,0.6495000000000001,4.391798789289966
Remi Oudin,"MF,FW",1819.0,2.871287128712871,0.9400769653655856,3.908741066520066,0.15,0.1,1.5890210321197045,Italy,26,2,0.87481,3.851566170877808
Răzvan Marin,MF,1818.0,1.6336633663366338,1.0396039603960396,3.5643564356435644,0.0,0.15,1.2925247524752477,Italy,27,2,0.87481,3.758843589108911
Eduardo Camavinga,"MF,DF",1817.0,0.99009900990099,2.427077600440286,5.250412768299395,0.0,0.1,1.7635178757281342,Spain,20,3,0.8173900000000001,3.350634119223287
Alberto Grassi,MF,1807.0,0.2985074626865671,0.6474820143884892,3.735473159933592,0.0,0.05,0.9512925274017296,Italy,28,2,0.87481,3.6370426428111244
Gonzalo Villar,MF,1803.0,0.7,1.3477537437603992,3.693843594009983,0.05,0.15,1.1983194675540765,Spain,25,3,0.8173900000000001,3.4832551539101497
Alberto Moleiro,"FW,MF",1803.0,1.35,4.292845257903494,4.342762063227953,0.15,0.15,2.0571214642262894,Spain,19,3,0.8173900000000001,3.4414764517470884
Matthias Bader,"DF,MF",1802.0,0.9,1.897891231964484,3.346281908990011,0.05,0.1,1.263834628190899,Germany,26,4,0.78425,3.6175550083240844
Jon Moncayola,MF,1800.0,1.05,0.7,4.95,0.05,0.15,1.39,Spain,25,3,0.8173900000000001,3.6078475
Giulio Maggiore,MF,1800.0,0.55,0.4,3.2,0.2,0.1,0.8800000000000002,Italy,25,2,0.87481,3.2907025
Senne Lynen,MF,1797.0,0.75,0.5008347245409015,3.30550918196995,0.0,0.15,0.9562687813021704,Germany,24,4,0.78425,3.217637207846411
Martín Payero,MF,1796.0,0.7,2.3552338530066814,3.5579064587973277,0.1,0.1,1.3626280623608018,Italy,24,2,0.87481,3.5044107405345217
Danilo,MF,1792.0,1.0050251256281408,1.1049107142857142,4.168526785714286,0.1,0.1,1.2956925251256282,England,22,1,0.99232,3.2902801413316585
Danilo,MF,1792.0,1.0050251256281408,1.1049107142857142,4.168526785714286,0.1,0.1,1.2956925251256282,Italy,32,2,0.87481,4.260902641331659
Riccardo Orsolini,"FW,MF",1792.0,1.809045226130653,2.5613839285714284,3.5658482142857144,0.5,0.1,1.6672554737975591,Italy,26,2,0.87481,3.9024185579684136
Enzo Loiodice,MF,1790.0,0.9547738693467336,1.3575418994413408,4.877094972067039,0.0,0.05,1.4528821481710226,Spain,22,3,0.8173900000000001,3.348720896311165
Lucas Torró,MF,1788.0,0.4522613065326633,0.1510067114093959,3.0201342281879198,0.05,0.0,0.7296804492259958,Spain,29,3,0.8173900000000001,3.5786397919968977
Moses Simon,"FW,MF",1788.0,1.457286432160804,7.348993288590604,1.812080536912752,0.15,0.25,2.213672051532832,France,28,5,0.6495000000000001,4.401261833496341
Matteo Cancellieri,"FW,MF",1788.0,0.8542713567839196,2.416107382550336,1.308724832214765,0.2,0.15,0.9808207143098042,Italy,21,2,0.87481,2.956235964301373
Jaime Mata,"FW,MF",1787.0,0.9045226130653268,0.8058198097369894,0.9569110240626748,0.25,0.05,0.5734506893729983,Spain,34,3,0.8173900000000001,3.9770904480924494
Donyell Malen,"FW,MF",1781.0,1.1111111111111112,3.68893879842785,2.880404267265581,0.66,0.05,1.6170908353609086,Germany,24,4,0.78425,3.647171542984591
Edoardo Bove,MF,1780.0,0.8080808080808081,1.0617977528089888,4.449438202247191,0.0,0.1,1.2938633526273975,Italy,21,2,0.87481,3.159713679207808
Manu Sánchez,"DF,MF",1775.0,1.015228426395939,2.07887323943662,3.7521126760563375,0.0,0.25,1.4442428683777793,Spain,22,3,0.8173900000000001,3.343105364445557
Konrad Laimer,"DF,MF",1772.0,1.218274111675127,3.148984198645598,6.450338600451467,0.0,0.15,2.208519382154438,Germany,26,4,0.78425,4.231600098400385
Douglas,MF,1772.0,0.8629441624365483,0.6094808126410834,5.33295711060948,0.0,0.0,1.3610764171374226,France,26,5,0.6495000000000001,3.6470746711393245
Dan Ndoye,"FW,MF",1771.0,1.116751269035533,4.472049689440994,1.8294748729531336,0.05,0.05,1.503655166285932,Italy,22,2,0.87481,3.3960783580858562
Jamal Musiala,"MF,FW",1755.0,2.1538461538461537,5.282051282051282,5.128205128205129,0.51,0.26,2.641820512820513,Germany,20,4,0.78425,3.9132458333333333
Pablo Sarabia,"MF,FW",1745.0,2.6288659793814437,2.114613180515759,5.621776504297994,0.21,0.36,2.2020511328390397,England,31,1,0.99232,4.779413236345376
Aurélio Buta,"DF,MF",1744.0,0.4639175257731959,2.6318807339449544,4.644495412844037,0.05,0.05,1.5680587345124373,Germany,26,4,0.78425,3.8153006774330844
Nemanja Gudelj,"DF,MF",1742.0,0.3608247422680413,1.188289322617681,3.771526980482205,0.05,0.05,1.084128209073585,Spain,31,3,0.8173900000000001,4.00903083589783
Corentin Tolisso,MF,1741.0,1.3471502590673574,1.5508328546812176,7.90924755887421,0.1,0.05,2.186446134524557,France,28,5,0.6495000000000001,4.383564987440963
Wataru Endo,MF,1722.0,0.8376963350785339,0.5226480836236934,5.278745644599304,0.05,0.0,1.3328180126603062,England,30,1,0.99232,4.114411708229199
Rayan Cherki,"MF,FW",1719.0,2.198952879581152,4.869109947643978,7.225130890052355,0.05,0.31,2.956638743455497,France,19,5,0.6495000000000001,3.9841901832460733
Mattias Svanberg,MF,1715.0,1.3612565445026177,1.469387755102041,4.408163265306122,0.05,0.16,1.500761512982156,Germany,24,4,0.78425,3.5715574834384016
Youssouf Ndayishimiye,"MF,DF",1712.0,0.5789473684210527,0.8411214953271028,5.046728971962617,0.0,0.0,1.2933595671421545,France,24,5,0.6495000000000001,3.403058718642401
Gonzalo Escalante,MF,1697.0,0.5820105820105821,0.2121390689451974,3.5002946375957573,0.05,0.11,0.8968888577103075,Spain,30,3,0.8173900000000001,3.7873252575117
Danny Welbeck,"FW,MF",1693.0,1.1702127659574468,1.7011222681630245,2.3390431187241583,0.27,0.05,1.084075630568926,England,32,1,0.99232,4.152729159869802
Lucas Beltrán,"FW,MF",1692.0,1.3297872340425532,0.6382978723404255,2.606382978723404,0.32,0.11,0.9798936170212766,Italy,22,2,0.87481,3.05563335106383
Iván Alejo,MF,1692.0,0.851063829787234,2.553191489361702,1.6489361702127658,0.0,0.11,1.0436382978723404,Spain,28,3,0.8173900000000001,3.6827123936170216
Robert Andrich,"MF,DF",1690.0,1.1702127659574468,1.0650887573964496,5.165680473372781,0.21,0.11,1.5341963993453354,Germany,28,4,0.78425,3.9932901595744683
Luka Modrić,MF,1688.0,2.9255319148936167,2.825829383886256,10.450236966824644,0.11,0.32,3.347319653120904,Spain,37,3,0.8173900000000001,6.080105274528588
Yohann Magnin,MF,1687.0,0.4812834224598931,0.7468879668049793,3.7877889745109674,0.05,0.0,1.008192072755168,France,26,5,0.6495000000000001,3.4176998472908595
Beñat Turrientes,MF,1687.0,0.4812834224598931,1.3870776526378186,2.7208061647895674,0.0,0.05,0.932833447977456,Spain,21,3,0.8173900000000001,2.9106892411853464
Pathé Ciss,MF,1664.0,0.5945945945945946,0.7572115384615385,4.543269230769231,0.05,0.0,1.184015072765073,Spain,29,3,0.8173900000000001,3.8739572972972978
Matúš Bero,"MF,FW",1661.0,0.5945945945945946,0.650210716435882,2.600842865743528,0.05,0.05,0.7891296353548011,Germany,27,4,0.78425,3.408996762980621
Suat Serdar,MF,1659.0,0.923913043478261,1.08499095840868,3.688969258589512,0.0,0.11,1.1725746520952909,Italy,26,2,0.87481,3.580876023861939
Ismaël Doukouré,"MF,DF",1656.0,0.4891304347826087,0.8152173913043479,4.347826086956522,0.0,0.0,1.1304347826086958,France,20,5,0.6495000000000001,2.897157608695652
Thomas Müller,"MF,FW",1654.0,2.7717391304347827,2.067714631197098,4.4619105199516325,0.27,0.49,2.0342728563167025,Germany,33,4,0.78425,4.818339856605857
Santi Comesaña,MF,1653.0,0.6521739130434783,1.2522686025408347,5.009074410163339,0.11,0.0,1.3937033851495302,Spain,26,3,0.8173900000000001,3.710254700347195
Boubacar Kamara,MF,1652.0,1.0869565217391306,1.0351089588377724,4.52179176755448,0.0,0.05,1.3437714496262765,England,23,1,0.99232,3.4215314422570797
Leandro Trossard,"FW,MF",1649.0,1.3114754098360657,3.6021831412977563,4.14796846573681,0.65,0.05,1.8923254033741264,England,28,1,0.99232,4.278091512193183
Cody Gakpo,"FW,MF",1649.0,1.366120218579235,2.346876895087932,4.530018192844148,0.44,0.27,1.773603061302263,England,24,1,0.99232,3.8009219898464712
Mohammed Daramy,"FW,MF",1648.0,1.256830601092896,3.932038834951456,3.7682038834951457,0.22,0.27,1.8944146639079,France,21,5,0.6495000000000001,3.493744531540135
Rubén Sobrino,"MF,FW",1646.0,1.2021857923497268,1.4763061968408264,1.859052247873633,0.0,0.05,0.9225088474128372,Spain,31,3,0.8173900000000001,3.9039782508183443
Ibrahima Sissoko,MF,1642.0,0.6593406593406593,0.8221680876979294,4.823386114494519,0.0,0.05,1.2759789723066215,France,25,5,0.6495000000000001,3.491761331999304
Alexis Blin,MF,1642.0,0.3846153846153846,0.3836784409257003,3.288672350791717,0.0,0.11,0.8443932352665606,Italy,26,2,0.87481,3.3675581029232644
Brajan Gruda,"MF,FW",1641.0,2.3626373626373627,5.484460694698354,3.893967093235832,0.22,0.16,2.41821303011431,Germany,19,4,0.78425,3.6679009695743017
Bryan Zaragoza,"FW,MF",1638.0,2.0,5.494505494505495,1.978021978021978,0.33,0.11,1.9605054945054945,Spain,22,3,0.8173900000000001,3.678676071428572
Bryan Zaragoza,"FW,MF",1638.0,2.0,5.494505494505495,1.978021978021978,0.33,0.11,1.9605054945054945,Germany,22,4,0.78425,3.670391071428572
Frenkie de Jong,MF,1634.0,1.153846153846154,3.800489596083232,9.253365973072215,0.11,0.0,2.852540344600321,Spain,26,3,0.8173900000000001,4.658498723990209
Yannick Gerhardt,"MF,DF",1630.0,0.7734806629834253,0.9386503067484664,2.705521472392638,0.11,0.06,0.912530488424906,Germany,29,4,0.78425,3.6892073174761895
Denis Huseinbasic,MF,1627.0,0.8839779005524862,1.936078672403196,5.1444376152427775,0.0,0.17,1.643898837639692,Germany,22,4,0.78425,3.4645967444658
Désiré Doué,"MF,FW",1626.0,1.7127071823204418,4.317343173431734,6.697416974169742,0.22,0.22,2.633493465984383,France,18,5,0.6495000000000001,3.6741457528898493
Máximo Perrone,MF,1623.0,0.5,0.6654343807763401,4.32532347504621,0.0,0.0,1.0981515711645102,Spain,20,3,0.8173900000000001,2.9181460212569315
Youri Tielemans,"MF,FW",1622.0,1.0,1.2762022194821208,7.102342786683107,0.11,0.33,1.9857090012330456,England,26,1,0.99232,4.13879085080148
Luca Pfeiffer,"FW,MF",1619.0,1.0555555555555556,0.8338480543545399,2.0568252007411987,0.06,0.22,0.8612457621302588,Germany,26,4,0.78425,3.3558722453846683
Iliman Ndiaye,"FW,MF",1618.0,1.2222222222222223,2.8368355995055623,3.4487021013597032,0.17,0.17,1.5695519846174977,France,23,5,0.6495000000000001,3.4825837900013736
Óliver Torres,MF,1616.0,1.2222222222222223,2.227722772277228,5.346534653465347,0.0,0.06,1.7772959295929591,Spain,28,3,0.8173900000000001,4.159589854235424
Manu Morlanes,MF,1615.0,0.893854748603352,1.6160990712074306,5.795665634674923,0.0,0.11,1.6941238908971412,Spain,24,3,0.8173900000000001,3.7055280290831423
Felix Agu,"DF,MF",1614.0,0.3910614525139665,1.7843866171003715,1.7843866171003715,0.0,0.0,0.7919669373429421,Germany,23,4,0.78425,3.0108410092729128
Maghnes Akliouche,"MF,FW",1613.0,2.122905027932961,2.566646001239926,5.189088654680719,0.39,0.22,2.080727936770721,France,21,5,0.6495000000000001,3.6148481589009687
Hicham Boudaoui,MF,1613.0,1.1731843575418994,1.5623062616243026,4.3521388716677,0.11,0.0,1.4285258981667806,France,23,5,0.6495000000000001,3.390916833808408
Alessandro Deiola,MF,1608.0,0.558659217877095,0.503731343283582,3.582089552238806,0.06,0.0,0.9348960226798968,Italy,27,2,0.87481,3.526384914741933
Kévin N'Doram,MF,1604.0,0.3932584269662921,0.6733167082294265,3.478802992518703,0.0,0.11,0.9420756255428844,France,27,5,0.6495000000000001,3.474724156602875
Marco Reus,"MF,FW",1601.0,2.02247191011236,1.7426608369768894,3.597751405371643,0.34,0.45,1.6415768304921785,Germany,34,4,0.78425,4.6630874398199165
Patrick Ciurria,"DF,MF",1598.0,1.6853932584269662,2.309136420525657,3.829787234042553,0.0,0.06,1.5828633825990353,Italy,28,2,0.87481,4.047563698689373
Ko Itakura,"DF,MF",1596.0,0.2824858757062147,0.7894736842105263,2.0300751879699246,0.17,0.0,0.6374069495773332,Germany,26,4,0.78425,3.210377017225267
Jeremy Doku,"FW,MF",1595.0,2.542372881355932,12.300940438871471,3.216300940438872,0.17,0.45,3.763922852133256,England,21,1,0.99232,4.794629853886617
Jeremy Doku,"FW,MF",1595.0,2.542372881355932,12.300940438871471,3.216300940438872,0.17,0.45,3.763922852133256,France,21,5,0.6495000000000001,4.708924853886616
Aron Dønnum,"FW,MF",1595.0,1.355932203389831,3.893416927899687,3.724137931034483,0.0,0.06,1.8126974124648,France,25,5,0.6495000000000001,3.8406283181021204
Rolando Mandragora,MF,1588.0,0.7386363636363635,0.3967254408060453,5.2707808564231735,0.17,0.17,1.3492285321731163,Italy,26,2,0.87481,3.695701045912526
Emmanuel Sabbi,"FW,MF",1584.0,0.5681818181818181,2.1590909090909087,2.0454545454545454,0.28,0.06,1.0005454545454544,France,25,5,0.6495000000000001,3.3127295454545456
Giacomo Raspadori,"FW,MF",1584.0,2.0454545454545454,1.6477272727272725,3.068181818181818,0.28,0.17,1.4312727272727273,Italy,23,2,0.87481,3.4490297727272727
Leonardo Bittencourt,MF,1578.0,1.4857142857142858,3.4790874524714828,4.847908745247148,0.06,0.11,2.001542096686584,Germany,29,4,0.78425,4.39706486284628
Lucas Tousart,MF,1572.0,0.4,0.8587786259541985,2.919847328244275,0.0,0.0,0.8357251908396948,Germany,26,4,0.78425,3.339283874045802
Omar Mascarell,MF,1571.0,0.1714285714285714,0.6874602164226608,3.838319541693189,0.0,0.0,0.9394416659088842,Spain,30,3,0.8173900000000001,3.8149845828407747
Neil El Aynaoui,MF,1566.0,0.9195402298850576,1.4367816091954024,3.3908045977011496,0.06,0.11,1.188425287356322,France,22,5,0.6495000000000001,3.1348514367816094
Patrick Dorgu,"DF,MF",1564.0,1.0344827586206895,2.129156010230179,2.819693094629156,0.12,0.0,1.208666372696005,Italy,18,2,0.87481,2.8043356422524033
Orel Mangala,MF,1563.0,0.3448275862068966,0.7485604606525912,2.5911708253358925,0.06,0.0,0.7429117744390762,England,25,1,0.99232,3.2309726533853995
Orel Mangala,MF,1563.0,0.3448275862068966,0.7485604606525912,2.5911708253358925,0.06,0.0,0.7429117744390762,France,25,5,0.6495000000000001,3.1452676533853996
Ludovic Blas,"FW,MF",1563.0,1.149425287356322,2.648752399232245,3.397312859884837,0.23,0.06,1.4800981092946808,France,25,5,0.6495000000000001,3.624438771041542
Manu Koné,MF,1561.0,1.3872832369942196,2.42152466367713,4.035874439461884,0.06,0.0,1.5749364680266469,Germany,22,4,0.78425,3.4197712042173207
Loïc Nego,"DF,MF",1561.0,0.7514450867052023,1.729660474055093,3.689942344650865,0.0,0.17,1.285209581082232,France,32,5,0.6495000000000001,4.197761227703451
Francesco Gelli,"MF,DF",1561.0,1.445086705202312,2.42152466367713,3.5169762972453555,0.0,0.0,1.4767175332249596,Italy,26,2,0.87481,3.778568896596224
Odsonne Édouard,"FW,MF",1555.0,1.0404624277456649,1.909967845659164,2.083601286173633,0.41,0.0,1.0478063119156924,England,25,1,0.99232,3.4291541027452
Largie Ramazani,"FW,MF",1555.0,1.5028901734104043,3.414790996784565,2.430868167202572,0.17,0.29,1.5737098674795085,Spain,22,3,0.8173900000000001,3.4272589138616807
Pablo Barrios,MF,1555.0,0.9248554913294798,2.1414790996784565,5.672025723472669,0.0,0.06,1.765672062896121,Spain,20,3,0.8173900000000001,3.352034340882479
Mateo Kovačić,MF,1551.0,1.2209302325581397,2.1470019342359765,5.802707930367505,0.06,0.0,1.840128019432324,England,29,1,0.99232,4.3441632126310115
Jorge de Frutos,"FW,MF",1549.0,0.988372093023256,2.4402840542285342,2.324080051646223,0.12,0.0,1.1625472397796028,Spain,26,3,0.8173900000000001,3.560003205856742
Rubén García,"FW,MF",1547.0,1.802325581395349,0.9308338720103424,3.432449903038138,0.17,0.12,1.286121871288766,Spain,30,3,0.8173900000000001,4.040326716337698
Brahim Díaz,"FW,MF",1545.0,1.744186046511628,4.427184466019417,4.368932038834951,0.47,0.35,2.2600605102731994,Spain,23,3,0.8173900000000001,3.97338683167758
Daichi Kamada,MF,1544.0,1.3953488372093024,2.3316062176165806,5.595854922279793,0.12,0.12,1.9125619954211357,Italy,26,2,0.87481,4.061867797023739
Ruslan Malinovskyi,MF,1544.0,0.6395348837209303,1.3989637305699485,4.8380829015544045,0.23,0.06,1.4163163031690569,Italy,30,2,0.87481,4.139308097059887
Jonathan Burkardt,"FW,MF",1538.0,0.8771929824561403,2.1066319895968797,1.6384915474642392,0.47,0.12,1.0074633039034515,Germany,23,4,0.78425,3.150913647537244
Mikel Vesga,MF,1534.0,0.4117647058823529,0.5867014341590613,5.16297262059974,0.18,0.06,1.2682877521282307,Spain,30,3,0.8173900000000001,4.02873453888335
Ángel Correa,"FW,MF",1528.0,1.8823529411764703,2.356020942408377,3.592931937172775,0.53,0.12,1.655261164151525,Spain,28,3,0.8173900000000001,4.080267256698491
Rodrigo Riquelme,"DF,MF",1528.0,1.6470588235294117,5.12434554973822,3.1217277486910997,0.18,0.29,2.0836264243917464,Spain,23,3,0.8173900000000001,3.8587046758546353
Martin Terrier,"FW,MF",1527.0,0.9411764705882352,1.650294695481336,3.418467583497053,0.41,0.18,1.2969877499133249,France,26,5,0.6495000000000001,3.6054170374436616
Enzo Le Fée,MF,1527.0,1.6470588235294117,2.652259332023576,7.308447937131631,0.0,0.06,2.339553218536924,France,23,5,0.6495000000000001,3.983084592049001
Amadou Haidara,MF,1526.0,1.0,0.4718217562254259,5.7208387942332894,0.12,0.06,1.468532110091743,Germany,25,4,0.78425,3.650608371559633
Jamie Leweling,"FW,MF",1523.0,1.3609467455621302,3.8411030860144457,2.068286277084701,0.24,0.24,1.5500672217322555,Germany,22,4,0.78425,3.4036061941259663
Salis Abdul Samed,MF,1519.0,0.3550295857988166,0.533245556287031,4.621461487820935,0.0,0.0,1.1019473259813564,France,23,5,0.6495000000000001,3.1786407618878822
